ID,Province/Cities,Home or abroad,Status,Main Classification,Applicant
2436,Hunan,Mainland of China,valid,A41D13,中南大学湘雅三医院
2437,Jiangsu,Mainland of China,valid,A41D13,无锡市中医医院
2438,Zhejiang,Mainland of China,valid,A41D13,丽水市人民医院
2439,Jiangxi,Mainland of China,valid,A41D13,九江艺锦诚医疗器械有限公司
2440,Jiangxi,Mainland of China,valid,A41D13,九江艺锦诚医疗器械有限公司
2441,Jiangsu,Mainland of China,valid,A41D13,江苏同康特种活性炭纤维面料有限公司
2442,Anhui,Mainland of China,In Review,A41D13,安徽一升医疗设备有限公司
2443,Sichuan,Mainland of China,In Review,A41D13,四川省遂宁市康达卫生材料有限公司
2444,Guangdong,Mainland of China,valid,A41D13,广州发掘节能科技有限公司
2445,Chongqing,Mainland of China,In Review,A41D 13,重庆子钦生物技术有限公司
2446,Guangdong,Mainland of China,In Review,A41D 13,普宁市康达健科技有限公司
2447,Jiangsu,Mainland of China,In Review,A41D13,太仓斯迪克新材料科技有限公司
2448,Henan,Mainland of China,In Review,A41D13,郑州南格尔电子科技有限公司
2450,Jiangxi,Mainland of China,valid,A41D13,江西３Ｌ医用制品集团有限公司
2451,Henan,Mainland of China,valid,A41D 13,河南康尔健医疗科技有限公司
2452,Jiangxi,Mainland of China,valid,A41D13,九江艺锦诚医疗器械有限公司
2453,Liaoning,Mainland of China,valid,A41D13,沈阳盛实医疗科技有限公司
2454,Sichuan,Mainland of China,In Review,A41D13,成都迅德科技有限公司
2455,Beijing,Mainland of China,valid,A41D13,清华大学
2456,Jiangsu,Mainland of China,valid,A41D13,镇江新元素医药科技有限公司
2457,Yunnan,Mainland of China,valid,A41D13,云南白药集团股份有限公司
2459,Beijing,Mainland of China,valid,A41D13,北京蓝思凯奇环保科技有限公司
2460,Guangdong,Mainland of China,valid,A41D13,中山大学新华学院
2461,Shanghai,Mainland of China,valid,A41D13,贝德氏（上海）健康科技股份有限公司
2462,Guangdong,Mainland of China,valid,A41D13,深圳市聚派乐品科技有限公司
2463,Guangdong,Mainland of China,valid,A41D13,广州职安健安全科技有限公司
2464,Zhejiang,Mainland of China,valid,A41D13,建德市朝美日化有限公司
2465,Shanxi,Mainland of China,valid,A41D13,山西新华化工有限责任公司
2466,Guangdong,Mainland of China,valid,A41D13,东莞市启原实业有限公司
2467,Guangdong,Mainland of China,valid,A41D13,东莞市启原实业有限公司
2468,Taiwan,"Taiwan, China",In Review,A41D 13,华新医材股份有限公司
2469,Anhui,Mainland of China,In Review,A41D13,合肥工业大学
2470,Guangdong,Mainland of China,In Review,A41D13,深中海医疗用品（深圳）有限公司
2471,Jiangsu,Mainland of China,In Review,A41D13,张家港市美洁日用品有限公司
2472,Jiangsu,Mainland of China,In Review,A41D13,常州市隆圣石墨烯科技有限公司
2473,Shanghai,Mainland of China,invalid,B01D53,上海侃亿诺纺织品有限公司
2474,Hubei,Mainland of China,valid,A41D13,武汉新芯集成电路制造有限公司
2475,Beijing,Mainland of China,valid,A41D13,首都医科大学附属北京地坛医院
2476,Beijing,Mainland of China,valid,A41D13,首都医科大学附属北京地坛医院
2477,Hunan,Mainland of China,valid,A41D13,中南大学湘雅三医院
2478,Liaoning,Mainland of China,valid,A41D13,中国医科大学附属口腔医院
2479,Hubei,Mainland of China,valid,A41D13,武汉大学
2480,Hubei,Mainland of China,valid,A41D13,武汉新芯集成电路制造有限公司
2481,Guizhou,Mainland of China,valid,A41D13,贵州省人民医院
2482,Jiangsu,Mainland of China,In Review,A41D13,苏州医视医疗科技有限公司
2483,Heilongjiang,Mainland of China,In Review,A41D13,哈尔滨医科大学
2484,Heilongjiang,Mainland of China,In Review,A41D13,哈尔滨医科大学
2485,Heilongjiang,Mainland of China,In Review,A41D13,哈尔滨医科大学
2486,Heilongjiang,Mainland of China,In Review,A41D13,哈尔滨医科大学
2487,Anhui,Mainland of China,invalid,A41D13,安徽省小山卫生材料有限公司
2488,Hunan,Mainland of China,invalid,A41D13,胡小弟
2489,Shanghai,Mainland of China,invalid,A41D13,上海懿映贸易发展有限公司
2490,Anhui,Mainland of China,invalid,A41D13,安徽省小山卫生材料有限公司
2491,Anhui,Mainland of China,invalid,A41D13,安徽省小山卫生材料有限公司
2493,Zhejiang,Mainland of China,valid,A61F9,温州东易光学有限公司
2496,Beijing,Mainland of China,valid,G02C7,首都医科大学附属北京地坛医院
2498,Beijing,Mainland of China,valid,G02C7,首都医科大学附属北京地坛医院
2499,Jiangsu,Mainland of China,valid,A61F9,江苏水晶石信息科技有限公司
2500,Sichuan,Mainland of China,valid,G02C 7,西南医科大学附属医院
2502,Hubei,Mainland of China,valid,G02C 7,宜昌市第二人民医院
2503,Chongqing,Mainland of China,valid,A61B90,中国人民解放军第三军医大学第二附属医院
2504,Beijing,Mainland of China,valid,A41D13,中国人民解放军第三0九医院
2505,Chongqing,Mainland of China,valid,A61F9,中国人民解放军第三军医大学第三附属医院
2506,Shandong,Mainland of China,In Review,A61F 9,青岛市妇女儿童医院(青岛市妇幼保健院、青岛市残疾儿童医疗康复中心、青岛市新生儿疾病筛查中心)
2507,Jiangsu,Mainland of China,In Review,A61F 9,圣华盾防护科技股份有限公司
2508,Zhejiang,Mainland of China,In Review,A61F 9,衢州观顶眼镜有限公司
2509,Chongqing,Mainland of China,In Review,A61F 9,重庆市中医院
2510,Shandong,Mainland of China,In Review,G02C11,许强
2511,Jiangsu,Mainland of China,In Review,G02C7,杨慧
2512,Zhejiang,Mainland of China,In Review,G02C7,章翠兰
2513,Beijing,Mainland of China,valid,G02C11,国网北京市电力公司
2514,Shanxi,Mainland of China,valid,G02C7,焦移乐
2515,Chongqing,Mainland of China,valid,G02C5,重庆市中医院
2516,Shandong,Mainland of China,valid,A61F9,赵丽丽
2517,Gansu,Mainland of China,valid,A62B17,刘建军
2518,Gansu,Mainland of China,valid,A61F9,马旭辉
2519,Zhejiang,Mainland of China,invalid,A61F9,温州东易光学有限公司
2520,Jiangsu,Mainland of China,invalid,A61B90,江苏凯越眼镜有限公司
2521,Jiangsu,Mainland of China,invalid,G02C11,江苏水晶石信息科技有限公司
2522,Shanghai,Mainland of China,invalid,A61F9,上海大胜卫生用品制造有限公司
2524,Shanghai,Mainland of China,invalid,A61F9,上海舒视塑料制品有限公司
2526,Xinjiang,Mainland of China,invalid,G02C11,雷显新
2527,Hubei,Mainland of China,invalid,A61B19,徐秋焕
2528,Beijing,Mainland of China,invalid,G02C7,罗华
2529,Shandong,Mainland of China,invalid,A61F9,李群年
2530,Hubei,Mainland of China,invalid,A61F9,朱海燕
2531,Heilongjiang,Mainland of China,invalid,G02C7,袁杰
2532,Hubei,Mainland of China,invalid,A61F9,武汉大学
2533,Heilongjiang,Mainland of China,invalid,G02C7,刘苗
2534,Jilin,Mainland of China,invalid,A41D13,东北师范大学
2535,Jilin,Mainland of China,invalid,A41D13,东北师范大学
2536,Hubei,Mainland of China,invalid,G02C5,十堰市西苑医院
2537,Guangdong,Mainland of China,invalid,G02C11,张琰
2538,Guangdong,Mainland of China,invalid,G02C11,张琰
2539,Heilongjiang,Mainland of China,invalid,A61F9,赵振
2540,Fujian,Mainland of China,invalid,A61F9,厦门高科防静电装备有限公司
2541,Jilin,Mainland of China,invalid,A61F9,北华大学
2542,Jiangsu,Mainland of China,invalid,G02C11,江阴长洪工业用品制造有限公司
2543,Beijing,Mainland of China,invalid,A61F9,王成钢
2544,Beijing,Mainland of China,valid,A61L9,北京易迈医疗科技有限公司
2545,Zhejiang,Mainland of China,valid,A41D13,世源科技（嘉兴）医疗电子有限公司
2546,Guangdong,Mainland of China,valid,A41D13,稳健实业（深圳）有限公司
2547,Henan,Mainland of China,valid,A41D13,河南省蓝天医疗器械有限公司
2548,Anhui,Mainland of China,valid,A41D 13,安徽普尔德无纺科技有限公司
2549,Shandong,Mainland of China,valid,A41D13,青岛杰圣博生物科技有限公司
2550,Henan,Mainland of China,valid,A41D13,河南省健琪医疗器械有限公司
2551,Yunnan,Mainland of China,valid,A41D13,昆明市第三人民医院
2552,Anhui,Mainland of China,valid,A41D13,合肥高贝斯医疗卫生用品有限公司
2553,Anhui,Mainland of China,valid,A41D13,安徽普尔德无纺科技有限公司
2554,Henan,Mainland of China,valid,A41D13,新乡市宏达卫材有限公司
2555,Jiangsu,Mainland of China,In Review,A41D13,海安润德服装有限公司
2556,Anhui,Mainland of China,valid,A41D13,安徽普尔德无纺科技有限公司
2557,Jiangsu,Mainland of China,valid,A41D13,昆山盛纺非织造材料研发中心有限公司
2558,Guizhou,Mainland of China,valid,A41D13,贵阳中医学院第二附属医院
2559,Henan,Mainland of China,valid,A41D13,河南凤之凰实业股份有限公司
2560,Henan,Mainland of China,valid,A41D13,河南省健琪医疗器械有限公司
2561,Hubei,Mainland of China,valid,A41D13,武汉大学
2562,Guangdong,Mainland of China,valid,A41D13,深圳市易特科信息技术有限公司
2563,Beijing,Mainland of China,valid,A41D13,北京中科盛康科技有限公司
2564,Heilongjiang,Mainland of China,valid,A41D13,哈尔滨医科大学
2565,Henan,Mainland of China,In Review,A41D 13,河南省蓝天医疗器械有限公司
2566,Anhui,Mainland of China,In Review,A41D13,合肥普尔德医疗用品有限公司
2567,Anhui,Mainland of China,In Review,A41D13,合肥普尔德医疗用品有限公司
2568,Jiangsu,Mainland of China,In Review,A41D13,昆山盛纺非织造材料研发中心有限公司
2569,Hubei,Mainland of China,valid,A41D13,湖北欣意无纺布特种制品有限公司
2570,Sichuan,Mainland of China,valid,A41D13,成都市公共卫生临床医疗中心
2571,Jiangsu,Mainland of China,In Review,A41D 13,圣华盾防护科技股份有限公司
2572,Jiangsu,Mainland of China,valid,A41D13,苏州百利医疗用品有限公司
2573,Guangdong,Mainland of China,valid,A41D13,深圳市儿童医院
2574,Shanxi,Mainland of China,valid,A41D13,西安交通大学医学院第一附属医院
2575,Shandong,Mainland of China,valid,A41D13,青岛利康源医疗器械有限公司
2576,Guangdong,Mainland of China,valid,A41D13,南方医科大学南方医院
2577,Hubei,Mainland of China,valid,A41D13,仙桃新发塑料制品有限公司
2578,Jiangsu,Mainland of China,In Review,A41D13,苏州百利医疗用品有限公司
2579,Hebei,Mainland of China,valid,A41D13,新乐华宝医疗用品有限公司
2580,Guangdong,Mainland of China,In Review,A41D13,北京大学深圳医院
2581,Anhui,Mainland of China,In Review,A41D13,合肥卓汇新材料科技有限公司
2582,Jiangsu,Mainland of China,In Review,A41D13,苏州百利医疗用品有限公司
2583,Guangdong,Mainland of China,invalid,A41D13,汕头大学医学院第一附属医院
2584,Guizhou,Mainland of China,invalid,A41D13,铜仁学院
2585,Shandong,Mainland of China,invalid,A41D13,潍坊宝利莱生物技术有限公司
2586,Henan,Mainland of China,invalid,A41D13,信阳颐和非织布有限责任公司
2587,Heilongjiang,Mainland of China,invalid,A41D13,佳木斯大学
2588,Jiangsu,Mainland of China,invalid,A41D13,淮安市第二人民医院（淮安仁慈医院）
2589,Guangdong,Mainland of China,invalid,A41D13,北京大学深圳医院
2591,Shanghai,Mainland of China,valid,E04H1,上海达傲安全防护设备有限公司
2592,Zhejiang,Mainland of China,valid,A61H35,杭州安诺过滤器材有限公司
2593,Ningxia,Mainland of China,In Review,A61H35,宁夏共享模具有限公司
2594,Jiangsu,Mainland of China,valid,A61H35,常州市第三人民医院
2595,Jiangsu,Mainland of China,valid,A61F9,苏州科技城医院
2596,Henan,Mainland of China,valid,A61H35,郑州缘之轩电子信息技术有限公司
2597,Guizhou,Mainland of China,valid,A61H35,遵义医学院附属医院
2598,Shanghai,Mainland of China,valid,A61H35,上海长海医院
2599,Guangdong,Mainland of China,invalid,A61H35,鹤山市君子兰涂料有限公司
2600,Chongqing,Mainland of China,invalid,A61H35,重庆市巴南区人民医院
2601,Tianjin,Mainland of China,invalid,A61H35,东木奥森科技（天津）有限公司
2602,Heilongjiang,Mainland of China,invalid,A61H35,贾心刚
2603,Shandong,Mainland of China,invalid,A61H35,李海燕
2604,Heilongjiang,Mainland of China,invalid,A61H35,刘水中
2605,Guangdong,Mainland of China,valid,A61H 35,中山大学附属第三医院（中山大学肝脏病医院）
2606,Jiangsu,Mainland of China,valid,A61H 35,苏州日月星辰静电净化技术有限公司
2607,Guangdong,Mainland of China,valid,A61H 35,深圳极别科技有限公司
2608,Yunnan,Mainland of China,valid,A61H 35,云南省第一人民医院
2609,Hubei,Mainland of China,valid,A61H 35,湖北耀江环境工程有限公司
2610,Jiangsu,Mainland of China,valid,A61H35,南京市第一医院
2611,Henan,Mainland of China,valid,A61H35,郑州大学第二附属医院
2612,Henan,Mainland of China,valid,A61H35,郑州缘之轩电子信息技术有限公司
2613,Shanghai,Mainland of China,valid,A61H35,上海西斯贝尔工业科技有限公司
2614,Henan,Mainland of China,valid,A61H35,郑州缘之轩电子信息技术有限公司
2615,Shanghai,Mainland of China,valid,A61H35,上海西斯贝尔工业科技有限公司
2616,Shandong,Mainland of China,valid,A61H35,纪海青
2617,Jiangsu,Mainland of China,valid,A61H35,南京医科大学第一附属医院
2618,Shanxi,Mainland of China,valid,A61H35,汪娜
2619,Guangdong,Mainland of China,valid,A61H35,北京大学深圳医院
2620,Liaoning,Mainland of China,valid,A61H35,沈阳爱尔眼视光医院（有限公司）
2621,Zhejiang,Mainland of China,valid,A61H35,温州医科大学
2622,Shandong,Mainland of China,valid,A61H35,王涛
2623,Henan,Mainland of China,valid,A61F9,郑州大学第一附属医院
2624,Zhejiang,Mainland of China,In Review,A61H35,杨露萍
2625,Shanghai,Mainland of China,valid,A61H35,上海西斯贝尔工业科技有限公司
2626,Jiangsu,Mainland of China,valid,A61H35,苏州市第五人民医院
2627,Gansu,Mainland of China,valid,A61H 35,成思妍
2628,Beijing,Mainland of China,valid,A61H35,高付林
2629,Jiangsu,Mainland of China,valid,A61H35,江阴江化微电子材料股份有限公司
2630,Hubei,Mainland of China,valid,A61H35,张丽君
2631,Hubei,Mainland of China,valid,A61H 35,赵春梅
2632,Shandong,Mainland of China,valid,A61H35,张静
2633,Shandong,Mainland of China,valid,A62B 7,周峰
2634,Shandong,Mainland of China,valid,A61H35,于翠杰
2635,Beijing,Mainland of China,In Review,A61G 12,郭小香
2636,Shandong,Mainland of China,In Review,A61H 35,李晓玲
2637,Shanghai,Mainland of China,In Review,A61H35,上海长海医院
2638,Shandong,Mainland of China,In Review,A61H35,枣庄市立医院
2639,Shandong,Mainland of China,In Review,A61H35,青岛紫元光电有限公司
2640,Shandong,Mainland of China,In Review,A61H35,青岛市海慈医疗集团
2641,Jiangsu,Mainland of China,In Review,A61H35,盐城市斯壮格安全设备有限公司
2642,Jiangsu,Mainland of China,In Review,A61H35,盐城市斯壮格安全设备有限公司
2643,Shandong,Mainland of China,In Review,A61H35,青岛大学附属医院
2644,Henan,Mainland of China,In Review,A61H35,郑州大学
2645,Shandong,Mainland of China,In Review,A61H 35,李曼
2646,Tianjin,Mainland of China,In Review,A61H 35,天津裕鹏合科技有限公司
2647,Shandong,Mainland of China,valid,A61H35,卢乐
2648,Zhejiang,Mainland of China,invalid,B08B15,衢州联盛方略技术开发有限公司
2649,Heilongjiang,Mainland of China,invalid,A61H35,辛宏
2650,Shandong,Mainland of China,invalid,A61H35,杨伟光
2651,Jiangsu,Mainland of China,invalid,A61H35,无锡市第二人民医院
2652,Shanxi,Mainland of China,invalid,A61H35,王亚娟
2653,Shandong,Mainland of China,invalid,A61H35,侯强
2654,Shandong,Mainland of China,invalid,A61H35,张冬松
2655,Zhejiang,Mainland of China,invalid,A61H35,陈园园
2656,Shandong,Mainland of China,invalid,A61H35,时传艾
2657,Shandong,Mainland of China,invalid,A61H35,王萌
2658,Shanghai,Mainland of China,invalid,A61H35,上海应用技术学院
2659,Shandong,Mainland of China,invalid,A61F9,杨晓娜
2660,Heilongjiang,Mainland of China,invalid,A61H35,张剑
2661,Shandong,Mainland of China,invalid,A61H35,青岛市市立医院
2662,Guangxi,Mainland of China,invalid,A61H35,甘存初
2663,Shanghai,Mainland of China,invalid,A61H35,上海西域机电系统有限公司
2664,Shandong,Mainland of China,invalid,A61H35,王新华
2665,Heilongjiang,Mainland of China,invalid,A61H35,董丽曼
2666,Guangdong,Mainland of China,invalid,A61H35,刘小英
2667,Shandong,Mainland of China,invalid,A61F9,于青云
2668,Sichuan,Mainland of China,invalid,A61H35,十九冶成都建设有限公司
2669,Tianjin,Mainland of China,invalid,A61H35,天津市金通正水处理技术开发有限公司
2670,Shandong,Mainland of China,invalid,A61H35,田立杰
2671,Fujian,Mainland of China,invalid,A61H35,谢幼环
2672,Guangdong,Mainland of China,invalid,A61H35,北京大学深圳医院
2673,Shandong,Mainland of China,invalid,A61H35,张京芬
2674,Heilongjiang,Mainland of China,invalid,A61H35,王丹娜
2675,Shandong,Mainland of China,invalid,A61H35,徐肖芹
2676,Guangxi,Mainland of China,invalid,A61H35,广西壮族自治区人民医院
2677,Shandong,Mainland of China,invalid,A61H35,徐彦凤
2678,Shanghai,Mainland of China,invalid,E04H1,上海达傲安全防护设备有限公司
2679,Shandong,Mainland of China,invalid,A61H35,冯坤
2680,Zhejiang,Mainland of China,invalid,A61H35,陈园园
2681,Liaoning,Mainland of China,invalid,A61H35,孙红鑫
2682,Jiangsu,Mainland of China,valid,A61H35,芬欧汇川(中国)有限公司
2683,Shanghai,Mainland of China,In Review,G08B21,上海化工院检测有限公司
2684,Shanghai,Mainland of China,valid,A61H35,上海博化安防设备有限公司
2685,Hebei,Mainland of China,valid,A47K3,河北润旺达洁具制造有限公司
2686,Tianjin,Mainland of China,valid,A61H35,中国天辰工程有限公司
2687,Jiangsu,Mainland of China,valid,A61H35,江苏同庆安全科技有限公司
2688,Shandong,Mainland of China,valid,A61H35,山东福川生物科技有限公司
2689,Shanghai,Mainland of China,valid,A61H35,上海补天安全防护设备有限公司
2690,Jiangsu,Mainland of China,valid,A61H35,江苏盈科生物制药有限公司
2691,Shanxi,Mainland of China,valid,A61H35,中国辐射防护研究院
2692,Hubei,Mainland of China,invalid,A61H35,湖北医药学院附属人民医院
2693,Tianjin,Mainland of China,invalid,A61H35,天津市金通正水处理技术开发有限公司
2694,Anhui,Mainland of China,invalid,A61H35,陈学红
2695,Shandong,Mainland of China,valid,A61H35,山东远联化工有限公司
2696,Jiangsu,Mainland of China,valid,A61H35,宿迁久巨环保科技有限公司
2697,Jiangsu,Mainland of China,valid,A61H35,江苏泰洁检测技术有限公司
2698,Jiangsu,Mainland of China,In Review,A61H35,盐城市斯壮格安全设备有限公司
2699,Jiangsu,Mainland of China,In Review,A61H35,盐城市斯壮格安全设备有限公司
2700,Jiangsu,Mainland of China,valid,A61H35,南通市三联石化设备制造有限公司
2701,Fujian,Mainland of China,valid,A61H35,厦门建霖健康家居股份有限公司
2702,Jiangsu,Mainland of China,valid,A61H35,无锡赛弗安全装备有限公司
2703,Jiangsu,Mainland of China,valid,B63B29,南通象屿海洋装备有限责任公司
2704,Shanghai,Mainland of China,valid,A61H35,上海凯凡石化设备有限公司
2705,Fujian,Mainland of China,valid,A61H35,厦门力铭机电设备有限公司
2706,Zhejiang,Mainland of China,valid,G05D3,中国水稻研究所
2707,Jiangsu,Mainland of China,valid,A47K3,宿迁南翔化学品制造有限公司
2708,Zhejiang,Mainland of China,valid,A61H35,浙江晨倩助剂有限公司
2709,Jiangsu,Mainland of China,In Review,B63B29,南通象屿海洋装备有限责任公司
2710,Shanghai,Mainland of China,valid,A61H35,上海博化安防设备有限公司
2711,Sichuan,Mainland of China,valid,A61H35,成都市华测检测技术有限公司
2712,Guangdong,Mainland of China,valid,A61H35,东莞三江港口储罐有限公司
2713,Tianjin,Mainland of China,valid,A61H 35,天津渤大硫酸工业有限公司
2714,Guangdong,Mainland of China,valid,A61H 35,广州雯视晶医疗器械有限公司
2715,Jiangsu,Mainland of China,valid,A61H35,无锡市第二人民医院
2716,Henan,Mainland of China,valid,A61H35,刘力宁
2717,Beijing,Mainland of China,valid,A61H35,北京国马斯尔福实验室设备有限责任公司
2718,Henan,Mainland of China,valid,A61H35,郑州阿波罗肥业有限公司
2719,Zhejiang,Mainland of China,valid,A61H35,绍兴市科恩实验设备有限公司
2720,Shanghai,Mainland of China,valid,A61H35,上海博化安防设备有限公司
2721,Shanghai,Mainland of China,valid,A61H35,美安士工业科技（上海）有限公司
2722,Liaoning,Mainland of China,valid,A61H35,大连美纳医学检验实验室有限公司
2723,Shandong,Mainland of China,In Review,A61G13,栗映梅
2724,Shanxi,Mainland of China,In Review,A61H35,尹兴政
2725,Jiangsu,Mainland of China,valid,F16K31,胡敏峰
2726,Guangdong,Mainland of China,In Review,A61G15,肖思瑜
2727,Jiangsu,Mainland of China,valid,A61H35,南通市三联石化设备制造有限公司
2728,Guangdong,Mainland of China,valid,A61H35,广州汇鹏实验室设备技术有限公司
2729,Jiangsu,Mainland of China,In Review,A61H35,盐城市斯壮格安全设备有限公司
2730,Jiangsu,Mainland of China,In Review,A61H35,盐城市斯壮格安全设备有限公司
2731,Jiangsu,Mainland of China,In Review,A61H35,盐城市斯壮格安全设备有限公司
2732,Jiangsu,Mainland of China,In Review,A61H35,盐城市斯壮格安全设备有限公司
2733,Guangxi,Mainland of China,In Review,A61H35,贵港市瑞成科技有限公司
2734,Shandong,Mainland of China,In Review,A61H35,张永利
2735,Shandong,Mainland of China,In Review,A61H35,王萌
2736,Shandong,Mainland of China,In Review,A61H35,青岛农业大学
2737,Shandong,Mainland of China,In Review,A61H35,青岛农业大学
2738,Shandong,Mainland of China,In Review,A61H35,青岛农业大学
2739,Henan,Mainland of China,In Review,A61H35,刘力宁
2740,Shanghai,Mainland of China,In Review,A61H35,美安士工业科技（上海）有限公司
2741,Shanxi,Mainland of China,In Review,A61H 35,中国辐射防护研究院
2742,Anhui,Mainland of China,In Review,A61H35,安徽欧美林实验设备科技有限公司
2743,Liaoning,Mainland of China,In Review,A61H35,中冶北方（大连）工程技术有限公司
2744,Shanghai,Mainland of China,invalid,A61H35,上海博化化工产品有限公司
2745,Hebei,Mainland of China,invalid,A61H35,石家庄富来宁机电技术有限公司
2746,Shanghai,Mainland of China,invalid,A61H35,上海博化化工产品有限公司
2747,Heilongjiang,Mainland of China,invalid,A61H35,崔上上
2748,Shanghai,Mainland of China,invalid,A61H35,上海博化化工产品有限公司
2749,Shanghai,Mainland of China,invalid,A61H35,上海博化化工产品有限公司
2750,Jiangsu,Mainland of China,invalid,A61H35,亿丰洁净科技江苏股份有限公司
2751,Jiangsu,Mainland of China,invalid,A61H35,亿丰洁净科技江苏股份有限公司
2752,Jiangsu,Mainland of China,invalid,A61H35,无锡市人民医院
2753,Jiangsu,Mainland of China,invalid,A61H35,张春林
2754,Shanghai,Mainland of China,invalid,A61H35,上海西域机电系统有限公司
2755,Shanghai,Mainland of China,invalid,A61H35,上海博化化工产品有限公司
2756,Fujian,Mainland of China,invalid,A61H35,福州外语外贸学院
2757,Shandong,Mainland of China,invalid,A61H35,于艳
2758,Jiangsu,Mainland of China,invalid,A61H35,无锡市人民医院
2759,Shanghai,Mainland of China,invalid,A61H35,上海达傲安全防护设备有限公司
2760,Jiangsu,Mainland of China,invalid,A61H35,富泰净化科技（昆山）有限公司
2761,Taiwan,"Taiwan, China",invalid,A61H35,胜全环保工程股份有限公司
2762,Jiangsu,Mainland of China,invalid,A61H35,张春林
2763,Jiangsu,Mainland of China,invalid,A61H35,江苏同庆安全科技有限公司
2764,Jiangsu,Mainland of China,invalid,A61H35,南通德益化工有限公司
2765,Anhui,Mainland of China,invalid,A61H35,刘正松
2766,Jiangsu,Mainland of China,invalid,A61H35,江苏华旭药业有限公司
2767,Fujian,Mainland of China,invalid,A61H35,福州外语外贸学院
2768,Fujian,Mainland of China,invalid,A61H35,福州外语外贸学院
2769,Fujian,Mainland of China,invalid,A61H35,福州外语外贸学院
2770,Zhejiang,Mainland of China,invalid,A61H35,雅赛利(台州)制药有限公司
2771,Zhejiang,Mainland of China,invalid,A61H35,嘉兴市泰鑫医化有限公司
2772,Jiangsu,Mainland of China,invalid,A61H35,盐城金三角安全科技有限公司
2773,Shanghai,Mainland of China,valid,E04H1,上海达傲安全防护设备有限公司
2774,Jiangsu,Mainland of China,valid,A61H35,江苏同庆安全科技有限公司
2775,Tianjin,Mainland of China,valid,A61H35,中国天辰工程有限公司
2776,Jiangsu,Mainland of China,valid,F16K31,胡敏峰
2777,Hebei,Mainland of China,valid,A47K3,河北润旺达洁具制造有限公司
2778,Jiangsu,Mainland of China,valid,A61H35,芬欧汇川(中国)有限公司
2779,Liaoning,Mainland of China,valid,A61H35,大连美纳医学检验实验室有限公司
2780,Zhejiang,Mainland of China,valid,A61H35,绍兴市科恩实验设备有限公司
2781,Zhejiang,Mainland of China,valid,A61H35,绍兴市科恩实验设备有限公司
2782,Shanghai,Mainland of China,valid,A61H35,上海博化安防设备有限公司
2783,Shanghai,Mainland of China,valid,A61H35,美安士工业科技（上海）有限公司
2784,Henan,Mainland of China,valid,A61H35,郑州阿波罗肥业有限公司
2785,Beijing,Mainland of China,valid,A61H35,北京国马斯尔福实验室设备有限责任公司
2786,Tianjin,Mainland of China,valid,A61H 35,天津渤大硫酸工业有限公司
2787,Shanghai,Mainland of China,valid,A61H35,上海博化安防设备有限公司
2788,Guangdong,Mainland of China,valid,A61H35,东莞三江港口储罐有限公司
2789,Sichuan,Mainland of China,valid,A61H35,成都市华测检测技术有限公司
2790,Shanghai,Mainland of China,valid,A61H35,上海博化安防设备有限公司
2791,Jiangsu,Mainland of China,valid,A47K3,宿迁南翔化学品制造有限公司
2792,Fujian,Mainland of China,valid,A61H35,厦门力铭机电设备有限公司
2793,Shanghai,Mainland of China,valid,A61H35,上海凯凡石化设备有限公司
2794,Jiangsu,Mainland of China,valid,B63B29,南通象屿海洋装备有限责任公司
2795,Jiangsu,Mainland of China,valid,A61H35,无锡赛弗安全装备有限公司
2796,Jiangsu,Mainland of China,valid,A61H35,南通市三联石化设备制造有限公司
2797,Jiangsu,Mainland of China,valid,A61H35,江苏泰洁检测技术有限公司
2798,Shandong,Mainland of China,valid,A61H35,山东远联化工有限公司
2799,Jiangsu,Mainland of China,valid,A61H35,江阴江化微电子材料股份有限公司
2800,Shanxi,Mainland of China,valid,A61H35,中国辐射防护研究院
2801,Jiangsu,Mainland of China,valid,A61H35,江苏盈科生物制药有限公司
2802,Shanghai,Mainland of China,valid,A61H35,上海补天安全防护设备有限公司
2803,Guangdong,Mainland of China,valid,A61H35,广州汇鹏实验室设备技术有限公司
2804,Jiangsu,Mainland of China,valid,A61H35,南通市三联石化设备制造有限公司
2805,Shanxi,Mainland of China,valid,A61H35,中国石油天然气股份有限公司长庆石化分公司
2806,Anhui,Mainland of China,In Review,A61H35,安徽欧美林实验设备科技有限公司
2807,Shanxi,Mainland of China,In Review,A61H 35,中国辐射防护研究院
2808,Shanghai,Mainland of China,In Review,A61H35,美安士工业科技（上海）有限公司
2809,Guangxi,Mainland of China,In Review,A61H35,贵港市瑞成科技有限公司
2810,Jiangsu,Mainland of China,In Review,B63B29,南通象屿海洋装备有限责任公司
2811,Jiangsu,Mainland of China,In Review,A61H35,盐城市斯壮格安全设备有限公司
2812,Shanghai,Mainland of China,invalid,A61H35,上海博化化工产品有限公司
2813,Hebei,Mainland of China,invalid,A61H35,石家庄富来宁机电技术有限公司
2814,Jiangsu,Mainland of China,invalid,A61H35,亿丰洁净科技江苏股份有限公司
2815,Shanghai,Mainland of China,invalid,A61H35,上海博化化工产品有限公司
2816,Shanghai,Mainland of China,invalid,A61H35,上海博化化工产品有限公司
2817,Shanghai,Mainland of China,invalid,A61H35,上海博化化工产品有限公司
2818,Heilongjiang,Mainland of China,invalid,A61H35,崔上上
2819,Jiangsu,Mainland of China,invalid,A61H35,无锡市人民医院
2820,Jiangsu,Mainland of China,invalid,A61H35,无锡市人民医院
