ID,Province/Cities,Home or abroad,Status,Main Classification,Applicant
931,Shanghai,Mainland of China,invalid,C12N15,中国科学院上海生命科学研究院
932,Beijing,Mainland of China,invalid,A61K38,中国人民解放军军事医学科学院放射医学研究所
933,Shanghai,Mainland of China,invalid,C07K14,中国科学院上海生命科学研究院
934,Liaoning,Mainland of China,invalid,A61K9,江苏尉蓝生物工程有限公司
935,Beijing,Mainland of China,invalid,C12N15,中国科学院微生物研究所
936,Beijing,Mainland of China,invalid,C07K14,清华大学
937,Beijing,Mainland of China,invalid,A61K38,中国人民解放军军事医学科学院放射医学研究所
939,Shanghai,Mainland of China,invalid,A61K39,陈克勤
940,Shanghai,Mainland of China,invalid,A61K39,陈克勤
941,Hongkong,China Special Administrative Region,invalid,C12N15,香港大学
942,Tianjin,Mainland of China,invalid,C07K19,特菲（天津）生物医药科技有限公司
943,Heilongjiang,Mainland of China,invalid,C12N15,中国农业科学院哈尔滨兽医研究所
944,Heilongjiang,Mainland of China,invalid,C12N15,中国农业科学院哈尔滨兽医研究所
945,Hubei,Mainland of China,invalid,C12N15,中国科学院武汉病毒研究所
946,Guangdong,Mainland of China,invalid,A61K48,孙娟
947,Beijing,Mainland of China,valid,C12N7,北京科兴生物制品有限公司
948,Beijing,Mainland of China,valid,C12N7,北京科兴生物制品有限公司
949,Beijing,Mainland of China,invalid,A61K39,北京华特森基因科技有限公司
950,Chongqing,Mainland of China,invalid,A61P11,中国人民解放军第三军医大学第一附属医院
951,Beijing,Mainland of China,invalid,A61K39,北京科兴生物制品有限公司
954,Beijing,Mainland of China,invalid,C07K16,北京科兴生物制品有限公司
955,Jilin,Mainland of China,invalid,A01N43,高和英
959,Beijing,Mainland of China,valid,C12N7,王晓佳
960,Beijing,Mainland of China,invalid,C12N15,中国医学科学院实验动物研究所
962,Hubei,Mainland of China,invalid,A61K48,武汉大学
964,Beijing,Mainland of China,In Review,C12N7,中国疾病预防控制中心病毒病预防控制所
965,Taiwan,"Taiwan, China",invalid,C12N15,达梭生技医药股份有限公司
967,Zhejiang,Mainland of China,valid,G01N33,杭州华大基因研发中心
968,Shanghai,Mainland of China,valid,C12Q1,上海科华生物工程股份有限公司
969,Zhejiang,Mainland of China,valid,C12Q1,浙江大学医学院附属第一医院
970,Hongkong,China Special Administrative Region,valid,C12N15,港大科桥有限公司
971,Liaoning,Mainland of China,valid,C12Q1,珍奥集团股份有限公司
972,Guangdong,Mainland of China,valid,C12Q1,中山大学达安基因股份有限公司
973,Hubei,Mainland of China,valid,C12Q1,湖北朗德医疗科技有限公司
974,Hongkong,China Special Administrative Region,valid,C07H21,港大科桥有限公司
975,Shanghai,Mainland of China,valid,G01N33,上海数康生物科技有限公司
976,Guangdong,Mainland of China,valid,C12Q1,中山大学
977,Hubei,Mainland of China,In Review,C12Q1,长江大学
978,Henan,Mainland of China,valid,C12Q1,河南科技学院
979,Shandong,Mainland of China,In Review,C12Q1,山东新希望六和集团有限公司
980,Beijing,Mainland of China,In Review,C12Q1,北京市农林科学院
981,Henan,Mainland of China,In Review,C12Q1,河南农业大学
982,Guangdong,Mainland of China,In Review,C12Q1,广东温氏食品集团股份有限公司
983,Tianjin,Mainland of China,In Review,C12Q1,天津市畜牧兽医研究所
984,Guangdong,Mainland of China,In Review,C12Q1,广东温氏食品集团股份有限公司
985,Tianjin,Mainland of China,In Review,C12Q1,天津出入境检验检疫局动植物与食品检测中心
986,Jiangsu,Mainland of China,valid,G01N33,苏州快捷康生物技术有限公司
987,Guangdong,Mainland of China,valid,C12N7,广东温氏食品集团股份有限公司
988,Shanghai,Mainland of China,invalid,C07K14,中国科学院上海生命科学研究院
990,Tianjin,Mainland of China,invalid,C12Q1,天津生物芯片技术有限责任公司
991,Shanghai,Mainland of China,invalid,C12N7,上海大学
992,Shanghai,Mainland of China,invalid,C12P19,上海大学
993,Shanghai,Mainland of China,invalid,C07K14,中国科学院上海生命科学研究院
995,Hongkong,China Special Administrative Region,invalid,G01N33,香港中文大学
996,Beijing,Mainland of China,invalid,A61P31,中国医学科学院药物研究所
999,Hunan,Mainland of China,invalid,C12Q1,湖南大学
1004,Shanghai,Mainland of China,invalid,C12P19,上海晶泰生物技术有限公司
1005,Beijing,Mainland of China,invalid,G01N33,中国人民解放军军事医学科学院微生物流行病研究所
1006,Beijing,Mainland of China,invalid,C12Q1,博奥生物有限公司
1007,Beijing,Mainland of China,invalid,C07H21,本元正阳基因技术股份有限公司
1008,Yunnan,Mainland of China,invalid,C12Q1,云南大学
1009,Guangdong,Mainland of China,invalid,G01N33,广州市达瑞抗体工程技术有限公司
1010,Shanghai,Mainland of China,invalid,C12Q1,上海第二医科大学附属瑞金医院
1011,Shanghai,Mainland of China,invalid,C12Q1,上海复旦悦达生物技术有限公司
1012,Beijing,Mainland of China,invalid,C12Q1,博奥生物有限公司
1013,Shanghai,Mainland of China,invalid,C12Q1,上海生物芯片有限公司
1014,Beijing,Mainland of China,invalid,C12Q1,中国进出口商品检验技术研究所
1015,Beijing,Mainland of China,invalid,C12Q1,中国人民解放军军事医学科学院放射与辐射医学研究所
1016,Guangdong,Mainland of China,invalid,C12Q1,深圳国际旅行卫生保健中心
1017,Guangdong,Mainland of China,invalid,C12Q1,深圳国际旅行卫生保健中心
1018,Beijing,Mainland of China,invalid,C12Q1,中国人民解放军军事医学科学院生物工程研究所
1019,Heilongjiang,Mainland of China,invalid,C12Q1,黑龙江博腾生物科技有限公司
1020,Shanghai,Mainland of China,invalid,C12Q1,中华人民共和国上海出入境检验检疫局
1021,Guangdong,Mainland of China,invalid,C12Q1,深圳国际旅行卫生保健中心
1022,Shandong,Mainland of China,invalid,C12Q1,中国动物卫生与流行病学中心
1023,Jiangsu,Mainland of China,invalid,C12Q1,江苏国际旅行卫生保健中心无锡分中心
1024,Tianjin,Mainland of China,invalid,G01N33,中国人民解放军军事医学科学院卫生学环境医学研究所
1025,Beijing,Mainland of China,invalid,C12Q1,北京金迪克生物技术研究所
1026,Beijing,Mainland of China,invalid,G01N27,中国人民解放军军事医学科学院放射与辐射医学研究所
1027,Hongkong,China Special Administrative Region,invalid,C12N15,香港大学
1028,Shanghai,Mainland of China,invalid,C12Q1,国家人类基因组南方研究中心
1029,Beijing,Mainland of China,invalid,G01N33,中国人民解放军防化指挥工程学院
1031,Hongkong,China Special Administrative Region,invalid,A61K39,香港大学
1032,Beijing,Mainland of China,invalid,C07K16,北京科兴生物制品有限公司
1033,Beijing,Mainland of China,invalid,C12Q1,北京金迪克生物技术研究所
1034,Beijing,Mainland of China,invalid,C07H21,北京交通大学
1035,Guangdong,Mainland of China,invalid,C12M1,深圳市检验检疫科学研究院
1036,Jiangsu,Mainland of China,invalid,C12Q1,江苏国际旅行卫生保健中心无锡分中心
1037,Henan,Mainland of China,invalid,C12Q1,华美生物工程有限公司
1038,Guangdong,Mainland of China,invalid,C12Q1,深圳市疾病预防控制中心
1039,Guangdong,Mainland of China,invalid,C12Q1,深圳市疾病预防控制中心
1040,Shanghai,Mainland of China,invalid,C12Q1,复旦大学
1041,Beijing,Mainland of China,invalid,C12Q1,北京海康基因芯片开发有限公司
1042,Beijing,Mainland of China,invalid,G01N33,中国检验检疫科学研究院
1044,Shanghai,Mainland of China,invalid,C12Q1,中华人民共和国上海出入境检验检疫局
1045,Hubei,Mainland of China,invalid,G01N33,武汉大学
1046,Beijing,Mainland of China,invalid,C12Q1,中国科学院生物物理研究所
1047,Shanghai,Mainland of China,invalid,C12N15,中国人民解放军第二军医大学
1048,Shanghai,Mainland of China,invalid,A01N63,复旦大学
1049,Shanghai,Mainland of China,invalid,C12Q1,中国科学院上海药物研究所
1050,Shandong,Mainland of China,invalid,C12Q1,山东澳兰生物工程研究院
1051,Beijing,Mainland of China,invalid,C12Q1,北京亿森宝生物科技有限公司
1052,Henan,Mainland of China,invalid,C12Q1,河南农业大学
1053,Beijing,Mainland of China,valid,G01N33,中国农业科学院北京畜牧兽医研究所
1054,Gansu,Mainland of China,invalid,C12Q1,中国农业科学院兰州兽医研究所
1055,Sichuan,Mainland of China,invalid,C12Q1,西南民族大学
1056,Xinjiang,Mainland of China,invalid,C12Q1,石河子大学
1057,Henan,Mainland of China,invalid,C12Q1,河南科技学院
1058,Henan,Mainland of China,invalid,G01N33,河南科技学院
1059,Beijing,Mainland of China,invalid,C12N7,北京大伟嘉生物技术股份有限公司
1060,Jiangsu,Mainland of China,invalid,C12Q1,中华人民共和国镇江出入境检验检疫局
1061,Beijing,Mainland of China,invalid,C12N7,中国人民解放军军事医学科学院微生物流行病研究所
1062,Guangdong,Mainland of China,valid,C12Q1,深圳市亿立方生物技术有限公司
1063,Guangdong,Mainland of China,valid,C12Q1,深圳市易瑞生物技术有限公司
1064,Jiangsu,Mainland of China,valid,C12Q1,江苏省疾病预防控制中心
1065,Guangdong,Mainland of China,valid,C12Q 1,中山大学达安基因股份有限公司
1066,Shandong,Mainland of China,valid,C12Q1,山东艾克韦生物技术有限公司
1067,Beijing,Mainland of China,valid,C12Q1,中国检验检疫科学研究院
1069,Jiangsu,Mainland of China,valid,C12Q1,南京美宁康诚生物科技有限公司
1070,Fujian,Mainland of China,valid,C12Q1,福建国际旅行卫生保健中心
1072,Jiangsu,Mainland of China,In Review,C12Q1,苏州协云基因科技有限公司
1073,Beijing,Mainland of China,In Review,C12Q1,中国科学院过程工程研究所
1074,Chongqing,Mainland of China,In Review,C12Q1,重庆迪安医学检验中心有限公司
1075,Jiangsu,Mainland of China,In Review,C12Q 1,中华人民共和国无锡海关
1076,Jiangsu,Mainland of China,In Review,C12Q 1,中华人民共和国无锡海关
1077,Beijing,Mainland of China,In Review,C12Q1,北京卓诚惠生生物科技股份有限公司
1078,Beijing,Mainland of China,valid,C12Q1,博奥生物集团有限公司
1079,Guangdong,Mainland of China,In Review,C12Q 1,中山大学达安基因股份有限公司
1080,Jiangsu,Mainland of China,In Review,C12Q1,江苏和创生物科技有限公司
1081,Jilin,Mainland of China,In Review,C12Q1,军事科学院军事医学研究院军事兽医研究所
1082,Neimenggu,Mainland of China,In Review,C12Q1,内蒙古农业大学
1083,Beijing,Mainland of China,In Review,C12Q1,中国人民解放军疾病预防控制中心
1084,Fujian,Mainland of China,In Review,C12Q 1,厦门安普利生物工程有限公司
1085,Guangdong,Mainland of China,In Review,C12Q 1,华南农业大学
1086,Guangdong,Mainland of China,In Review,C12Q 1,深圳市亚辉龙生物科技股份有限公司
1087,Beijing,Mainland of China,valid,C12Q1,北京科兴生物制品有限公司
1088,Hongkong,China Special Administrative Region,valid,C12N7,香港大学
1089,Shanghai,Mainland of China,In Review,C12Q1,上海捷诺生物科技有限公司
1090,Henan,Mainland of China,In Review,C12Q1,河南农业大学
1091,Beijing,Mainland of China,In Review,C07K14,中国医学科学院北京协和医院
1092,Beijing,Mainland of China,In Review,C12Q1,中国农业科学院北京畜牧兽医研究所
1093,Zhejiang,Mainland of China,In Review,C12Q1,宁波国际旅行卫生保健中心
1094,Zhejiang,Mainland of China,valid,G01N21,浙江大学
1095,Zhejiang,Mainland of China,In Review,G01N21,浙江大学
1096,Hongkong,China Special Administrative Region,In Review,C12Q1,新兴病毒诊断（香港）有限公司
1097,Beijing,Mainland of China,In Review,C12N7,中国疾病预防控制中心病毒病预防控制所
1098,Shanghai,Mainland of China,In Review,C12Q1,中国科学院上海巴斯德研究所
1099,Guangdong,Mainland of China,valid,G01N33,广东和信健康科技有限公司
1100,Beijing,Mainland of China,valid,C12Q1,中国医学科学院病原生物学研究所
1101,Hubei,Mainland of China,valid,G01N21,武汉大学
1102,Beijing,Mainland of China,valid,C12N5,中国人民解放军军事医学科学院放射与辐射医学研究所
1103,Beijing,Mainland of China,valid,G01N33,中国检验检疫科学研究院
1104,Gansu,Mainland of China,In Review,C12Q 1,中国农业科学院兰州兽医研究所
1105,Jiangsu,Mainland of China,In Review,C12Q1,南京农业大学
1106,Neimenggu,Mainland of China,In Review,C12Q 1,内蒙古民族大学
1107,Anhui,Mainland of China,In Review,C12Q 1,安徽农业大学
1108,Jilin,Mainland of China,In Review,C12Q1,吉林大学
1109,Zhejiang,Mainland of China,In Review,C12Q1,浙江农林大学
1110,Gansu,Mainland of China,In Review,C12Q1,中国农业科学院兰州兽医研究所
1111,Henan,Mainland of China,In Review,C12Q1,河南省农业科学院畜牧兽医研究所
1112,Henan,Mainland of China,valid,C12Q1,河南农业大学
1113,Henan,Mainland of China,valid,C12Q1,河南农业大学
1114,Henan,Mainland of China,valid,C12Q1,河南农业大学
1115,Hubei,Mainland of China,valid,C12N7,湖北出入境检验检疫局检验检疫技术中心
1116,Hubei,Mainland of China,valid,C12Q1,湖北出入境检验检疫局检验检疫技术中心
1117,Hubei,Mainland of China,valid,C12Q1,湖北出入境检验检疫局检验检疫技术中心
1118,Hubei,Mainland of China,valid,C12Q1,湖北出入境检验检疫局检验检疫技术中心
1119,Hubei,Mainland of China,In Review,C12Q1,长江大学
1120,Beijing,Mainland of China,valid,C12Q 1,中国农业科学院北京畜牧兽医研究所
1121,Guangdong,Mainland of China,In Review,C12Q1,广州动佰生物科技有限公司
1122,Jiangsu,Mainland of China,In Review,C12Q1,中国科学院苏州纳米技术与纳米仿生研究所
1123,Henan,Mainland of China,In Review,C12Q1,河南农业大学
1124,Shandong,Mainland of China,In Review,C12Q1,青岛维特莱博生物科技有限公司
1125,Zhejiang,Mainland of China,In Review,C12Q1,浙江大学
1126,Shanxi,Mainland of China,In Review,C12Q1,咸阳职业技术学院
1127,Sichuan,Mainland of China,In Review,C12Q1,四川农业大学
1128,Sichuan,Mainland of China,In Review,C12Q1,四川农业大学
1129,Henan,Mainland of China,In Review,C12Q1,河南省农业科学院畜牧兽医研究所
1130,Henan,Mainland of China,In Review,C12Q1,河南省农业科学院畜牧兽医研究所
1131,Jiangsu,Mainland of China,In Review,C12Q1,苏州点晶生物科技有限公司
1132,Sichuan,Mainland of China,In Review,C12Q1,西南民族大学
1133,Guangdong,Mainland of China,In Review,C12Q1,华南农业大学
1134,Heilongjiang,Mainland of China,In Review,C12Q1,东北农业大学
1135,Hubei,Mainland of China,In Review,C12Q1,华中农业大学
1136,Beijing,Mainland of China,In Review,C12Q1,北京市农林科学院
1137,Guangxi,Mainland of China,In Review,C12Q1,广西壮族自治区兽医研究所
1138,Shandong,Mainland of China,valid,C07K19,山东省农业科学院奶牛研究中心
1139,Sichuan,Mainland of China,In Review,C12Q1,西南民族大学
1140,Shanghai,Mainland of China,In Review,C12Q1,上海市动物疫病预防控制中心
1141,Jiangxi,Mainland of China,In Review,C12Q1,江西农业大学
1142,Jiangsu,Mainland of China,In Review,G01N 33,扬州大学
1143,Jiangsu,Mainland of China,In Review,C12N5,扬州大学
1144,Guangxi,Mainland of China,In Review,G01N33,广西壮族自治区兽医研究所
1145,Shanghai,Mainland of China,In Review,C07K16,中国农业科学院上海兽医研究所
1146,Hubei,Mainland of China,In Review,C12N5,华中农业大学
1147,Beijing,Mainland of China,invalid,A61K38,中国人民解放军军事医学科学院放射医学研究所
1148,Jiangsu,Mainland of China,invalid,C12N15,李越希
1149,Beijing,Mainland of China,invalid,C07K16,马杰
1150,Shanghai,Mainland of China,invalid,C07K7,中国科学院上海生命科学研究院
1151,Beijing,Mainland of China,valid,C07K16,中国科学院微生物研究所
1152,Beijing,Mainland of China,In Review,C07K16,中国医学科学院病原生物学研究所
1153,Gansu,Mainland of China,valid,G01N33,李克生
1154,Hongkong,China Special Administrative Region,valid,C12N15,港大科桥有限公司
1155,Shanghai,Mainland of China,valid,C07K16,复旦大学
1156,Zhejiang,Mainland of China,valid,G01N33,杭州华大基因研发中心
1157,Jiangsu,Mainland of China,In Review,C07K14,江苏省农业科学院
1158,Heilongjiang,Mainland of China,In Review,G01N33,黑龙江八一农垦大学
1159,Hubei,Mainland of China,In Review,C12N5,华中农业大学
1160,Shanghai,Mainland of China,In Review,C07K16,中国农业科学院上海兽医研究所
1161,Jiangsu,Mainland of China,In Review,C07K 16,扬州大学
1162,Henan,Mainland of China,valid,C12N5,河南科技学院
1163,Guangdong,Mainland of China,invalid,A61K39,中国人民解放军空军广州医院肝病研究所
1164,Henan,Mainland of China,invalid,C12Q1,河南省生物工程技术研究中心
1165,Beijing,Mainland of China,invalid,C07K16,马杰
1166,Guangdong,Mainland of China,invalid,G01N33,广州万孚生物技术有限公司
1167,Guangdong,Mainland of China,invalid,G01N33,广州万孚生物技术有限公司
1168,Beijing,Mainland of China,invalid,G01N33,中国科学院动物研究所
1169,Shanghai,Mainland of China,invalid,C07K14,中国科学院上海生命科学研究院
1170,Beijing,Mainland of China,invalid,A61K39,中国人民解放军第三0二医院
1171,Guangdong,Mainland of China,invalid,C07K16,第一军医大学珠江医院
1172,Hongkong,China Special Administrative Region,invalid,A61K39,香港大学
1174,Beijing,Mainland of China,invalid,C07K16,北京科兴生物制品有限公司
1175,Shanghai,Mainland of China,invalid,C07K16,中国科学院上海生命科学研究院
1176,Shanghai,Mainland of China,invalid,C07K16,上海大学
1179,Beijing,Mainland of China,invalid,C12N5,北京大学
1180,Shanghai,Mainland of China,invalid,G01N33,上海生物芯片有限公司
1182,Shanghai,Mainland of China,invalid,C07K14,中国科学院上海生命科学研究院
1183,Jiangsu,Mainland of China,invalid,G01N33,中华人民共和国南通出入境检验检疫局
1186,Beijing,Mainland of China,invalid,G01N27,中央民族大学
1187,Guangdong,Mainland of China,invalid,C12Q1,深圳大学
1188,Guangdong,Mainland of China,invalid,C12Q1,深圳大学
1189,Beijing,Mainland of China,invalid,B01D57,杜权
1191,Jiangsu,Mainland of China,invalid,B01D61,东南大学
1192,Yunnan,Mainland of China,invalid,G01N21,云南农业大学
1193,Liaoning,Mainland of China,invalid,G01N33,中国科学院大连化学物理研究所
1194,Beijing,Mainland of China,invalid,G01N27,中国科学院电子学研究所
1206,Henan,Mainland of China,valid,B01J20,郑州大学
1208,Tianjin,Mainland of China,valid,B01J20,葛志强
1209,Heilongjiang,Mainland of China,valid,B01J20,黑龙江省科学院高技术研究院
1210,Jiangsu,Mainland of China,valid,B01J20,苏州海苗生物科技有限公司
1211,Guangdong,Mainland of China,valid,B01J20,华南师范大学
1212,Guangdong,Mainland of China,valid,B01J20,张龙
1214,Shanghai,Mainland of China,In Review,B01J 20,华东理工大学
1215,Jiangsu,Mainland of China,In Review,B01D 15,江苏睿玻生物科技有限公司
1217,Shandong,Mainland of China,valid,B01J20,济南大学
1218,Anhui,Mainland of China,In Review,B01J20,安徽工业大学
1219,Shanghai,Mainland of China,In Review,B01J20,猎源（上海）生物医药科技有限公司
1220,Guangdong,Mainland of China,In Review,B01J20,深圳逗点生物技术有限公司
1221,Shanghai,Mainland of China,valid,C12N15,上海抗体药物国家工程研究中心有限公司
1223,Zhejiang,Mainland of China,In Review,B01D15,杭州立昂科技有限公司
1224,Henan,Mainland of China,valid,C08L5,河南联合利民生物科技有限公司
1225,Beijing,Mainland of China,valid,B01J20,中国人民解放军疾病预防控制所
1226,Henan,Mainland of China,valid,B01J20,洛阳惠尔纳米科技有限公司
1227,Henan,Mainland of China,valid,C12N15,河南中标检测服务有限公司
1228,Jiangxi,Mainland of China,In Review,B01J20,江西农业大学
1229,Shanghai,Mainland of China,valid,C07K 14,上海业力生物科技有限公司
1230,Liaoning,Mainland of China,valid,B01J20,中国科学院大连化学物理研究所
1231,Guangxi,Mainland of China,In Review,B01D15,广西科技大学
1238,Shanghai,Mainland of China,invalid,C07H21,上海裕隆生物科技有限公司
1239,Liaoning,Mainland of China,invalid,C07K1,中国科学院大连化学物理研究所
1242,Shanxi,Mainland of China,invalid,C12N15,西安交通大学口腔医院
1245,Beijing,Mainland of China,invalid,G01N30,中国人民解放军军事医学科学院放射与辐射医学研究所
1246,Beijing,Mainland of China,invalid,G01N30,中国人民解放军军事医学科学院放射与辐射医学研究所
1247,Beijing,Mainland of China,invalid,B01J20,北京纳捷诊断试剂有限公司
1248,Beijing,Mainland of China,invalid,C12N15,清华大学
1249,Tianjin,Mainland of China,invalid,B01J20,天津汇滨生物科技有限公司
1250,Beijing,Mainland of China,invalid,C12N5,中国检验检疫科学研究院
1251,Beijing,Mainland of China,invalid,C12Q1,中国人民解放军军事医学科学院放射与辐射医学研究所
1252,Liaoning,Mainland of China,invalid,C07H21,大连水产学院
1258,Taiwan,"Taiwan, China",invalid,B01D11,芮宝生医股份有限公司
1277,Taiwan,"Taiwan, China",valid,C12M1,瑞基海洋生物科技股份有限公司
1279,Beijing,Mainland of China,In Review,C12M1,卡尤迪生物科技（北京）有限公司
1289,Beijing,Mainland of China,valid,B01L 3,中国科学院电子学研究所
1290,Hongkong,China Special Administrative Region,valid,B01L7,达雅高生物科技有限公司
1291,Beijing,Mainland of China,valid,C12M1,北京化工大学
1293,Beijing,Mainland of China,In Review,C12M1,中国检验检疫科学研究院
1309,Beijing,Mainland of China,valid,B01L3,中国检验检疫科学研究院
1322,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1323,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1324,Beijing,Mainland of China,valid,A61M16,北京怡和嘉业医疗科技有限公司
1329,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1343,Beijing,Mainland of China,valid,A61M16,北京怡和嘉业医疗科技有限公司
1344,Jiangsu,Mainland of China,valid,A61M16,苏州凯迪泰医学科技有限公司
1345,Jiangsu,Mainland of China,valid,A61M16,苏州凯迪泰医学科技有限公司
1346,Jiangsu,Mainland of China,valid,A61M16,苏州凯迪泰医学科技有限公司
1348,Hunan,Mainland of China,In Review,A61M16,湖南明康中锦医疗科技发展有限公司
1351,Tianjin,Mainland of China,In Review,A61M16,天津怡和嘉业医疗科技有限公司
1358,Jiangsu,Mainland of China,valid,A61M16,苏州凯迪泰医学科技有限公司
1361,Hunan,Mainland of China,valid,A61M 16,湖南明康中锦医疗科技发展有限公司
1367,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1368,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1369,Jiangsu,Mainland of China,valid,A61M16,苏州凯迪泰医学科技有限公司
1370,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1371,Beijing,Mainland of China,valid,A61M16,北京怡和嘉业医疗科技有限公司
1372,Beijing,Mainland of China,valid,A61M16,北京怡和嘉业医疗科技有限公司
1373,Beijing,Mainland of China,valid,A61M16,北京怡和嘉业医疗科技有限公司
1374,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1375,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1378,Hunan,Mainland of China,In Review,A61M16,湖南明康中锦医疗科技发展有限公司
1379,Hunan,Mainland of China,In Review,A61M16,湖南明康中锦医疗科技发展有限公司
1382,Beijing,Mainland of China,In Review,A61B5,北京怡和嘉业医疗科技股份有限公司
1383,Hunan,Mainland of China,In Review,A61M 16,湖南明康中锦医疗科技发展有限公司
1384,Hunan,Mainland of China,In Review,A61B5,湖南明康中锦医疗科技发展有限公司
1385,Hunan,Mainland of China,In Review,A61M16,湖南明康中锦医疗科技发展有限公司
1386,Hunan,Mainland of China,In Review,A61M16,湖南明康中锦医疗科技发展有限公司
1387,Jiangsu,Mainland of China,In Review,A61M16,苏州鱼跃医疗科技有限公司
1388,Hunan,Mainland of China,In Review,A61M16,湖南明康中锦医疗科技发展有限公司
1390,Jiangsu,Mainland of China,invalid,G10K11,苏州凯迪泰医学科技有限公司
1398,Beijing,Mainland of China,invalid,A61M16,北京谊安医疗系统股份有限公司
1400,Beijing,Mainland of China,invalid,A61M16,北京怡和嘉业医疗科技有限公司
1402,Hunan,Mainland of China,invalid,A61M16,湖南明康中锦医疗科技发展有限公司
1403,Hunan,Mainland of China,invalid,A61M16,湖南明康中锦医疗科技发展有限公司
1406,Jiangsu,Mainland of China,valid,A61M16,苏州凯迪泰医学科技有限公司
1411,Hunan,Mainland of China,In Review,A61B5,湖南明康中锦医疗科技发展有限公司
1414,Hunan,Mainland of China,In Review,A61M 16,湖南明康中锦医疗科技发展有限公司
1415,Hunan,Mainland of China,In Review,A61M 16,湖南明康中锦医疗科技发展有限公司
1437,Beijing,Mainland of China,valid,A61M16,北京怡和嘉业医疗科技有限公司
1452,Beijing,Mainland of China,valid,A61M16,北京谊安医疗系统股份有限公司
1460,Beijing,Mainland of China,valid,A61M16,凯迪泰（北京）医疗科技有限公司
1464,Hunan,Mainland of China,valid,A61M 16,湖南明康中锦医疗科技发展有限公司
1465,Hunan,Mainland of China,valid,G01M99,湖南明康中锦医疗科技发展有限公司
1469,Tianjin,Mainland of China,valid,A61M16,天津怡和嘉业医疗科技有限公司
1470,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1471,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1472,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1473,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1474,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1481,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1482,Hunan,Mainland of China,valid,A61M16,湖南明康中锦医疗科技发展有限公司
1483,Beijing,Mainland of China,valid,A61M16,北京怡和嘉业医疗科技股份有限公司
1497,Guangdong,Mainland of China,valid,A61M16,湛江市事达实业有限公司
1505,Taiwan,"Taiwan, China",valid,A61M16,旭邦工业有限公司
1513,Shanghai,Mainland of China,invalid,A61M16,上海纳米技术及应用国家工程研究中心有限公司
1514,Guangdong,Mainland of China,In Review,A61H31,深圳迈瑞生物医疗电子股份有限公司
1515,Tianjin,Mainland of China,valid,A61H31,天津市普瑞仪器有限公司
1516,Henan,Mainland of China,valid,G05B19,河南迈松医用设备制造有限公司
1517,Sichuan,Mainland of China,valid,A61H31,中国十九冶集团有限公司职工医院
1518,Tianjin,Mainland of China,valid,A61H31,天津市普瑞仪器有限公司
1519,Guizhou,Mainland of China,valid,A61H 31,贵阳市第一人民医院（贵阳市急救中心）
1520,Beijing,Mainland of China,valid,A61H31,北京德美瑞医疗设备有限公司
1521,Beijing,Mainland of China,valid,A61H31,北京德美瑞医疗设备有限公司
1522,Beijing,Mainland of China,valid,A61H31,北京德美瑞医疗设备有限公司
1523,Tianjin,Mainland of China,valid,A61H31,天津市普瑞仪器有限公司
1524,Zhejiang,Mainland of China,valid,A61H31,杭州正大医疗器械有限公司
1525,Shanghai,Mainland of China,invalid,A61H31,上海亚迈森医疗科技发展有限公司
1526,Sichuan,Mainland of China,invalid,A61H31,成都爱欧科技发展有限公司
1527,Henan,Mainland of China,invalid,A61H31,河南迈松医用设备制造有限公司
1528,Liaoning,Mainland of China,invalid,A61H31,鞍山市铭辉激光医疗科技股份有限公司
1529,Beijing,Mainland of China,invalid,A61H31,中国人民解放军总后勤部卫生部药品仪器检验所
1530,Jiangsu,Mainland of China,invalid,A61H31,南京理工大学
1531,Shanghai,Mainland of China,invalid,A61H31,上海科怡实业有限公司
1532,Shanxi,Mainland of China,invalid,A61H31,西北工业大学
1533,Shanxi,Mainland of China,invalid,A61H31,西北工业大学
1534,Henan,Mainland of China,invalid,A61N1,张丽
1535,Tianjin,Mainland of China,valid,A61G1,中国人民解放军军事医学科学院卫生装备研究所
1536,Tianjin,Mainland of China,valid,B60H1,中国人民解放军军事医学科学院卫生装备研究所
1537,Jiangsu,Mainland of China,valid,A61G3,无锡申联专用汽车有限公司
1539,Shandong,Mainland of China,valid,A61G10,山东博科生物产业有限公司
1540,Guangdong,Mainland of China,valid,E04H3,广东省南山医药创新研究院
